evidence_state_id,packet_id,subset_rank,condition_name,condition_order,evidence_state_text,degradation_profile
P05_CFPB_ES_036_04_noisy_conflicting,P05_CFPB_PKT_015177,36,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_037_01_clean,P05_CFPB_PKT_021535,37,clean,1,Evidence packet: product_family=Prepaid card; sub_product_bucket=Government benefit card; issue_category=Trouble using the card; sub_issue_category=Trouble using the card to spend money in a store or online; submitted_via=Web; received_month=2026-03; narrative_available=present; narrative_length_bucket=1000-2999; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_037_02_compressed,P05_CFPB_PKT_021535,37,compressed,2,Evidence packet compressed: product_family=Prepaid card; issue_category=Trouble using the card; received_month=2026-03; narrative_available=present.,category_compression_and_detail_reduction
P05_CFPB_ES_037_03_partial_dropout,P05_CFPB_PKT_021535,37,partial_dropout,3,Evidence packet partial_dropout: product_family=Prepaid card; sub_product_bucket=__DROPPED__; issue_category=Trouble using the card; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=present; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_037_04_noisy_conflicting,P05_CFPB_PKT_021535,37,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Prepaid card; alternative_product_signal=Credit card; sub_product_bucket=Government benefit card; issue_category=Trouble using the card; sub_issue_category=Trouble using the card to spend money in a store or online; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=present; narrative_length_bucket=1000-2999; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_038_01_clean,P05_CFPB_PKT_016329,38,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Incorrect information on your report; sub_issue_category=Information belongs to someone else; submitted_via=Postal mail; received_month=2026-01; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_038_02_compressed,P05_CFPB_PKT_016329,38,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Incorrect information on your report; received_month=2026-01; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_038_03_partial_dropout,P05_CFPB_PKT_016329,38,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Incorrect information on your report; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-01; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_038_04_noisy_conflicting,P05_CFPB_PKT_016329,38,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Incorrect information on your report; sub_issue_category=Information belongs to someone else; submitted_via=Postal mail; alternative_submission_signal=Web; received_month=2026-01; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_039_01_clean,P05_CFPB_PKT_022464,39,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Card was charged for something you did not purchase with the card; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_039_02_compressed,P05_CFPB_PKT_022464,39,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem with a purchase shown on your statement; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_039_03_partial_dropout,P05_CFPB_PKT_022464,39,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase shown on your statement; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_039_04_noisy_conflicting,P05_CFPB_PKT_022464,39,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Card was charged for something you did not purchase with the card; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_040_01_clean,P05_CFPB_PKT_016823,40,clean,1,"Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Other features, terms, or problems; sub_issue_category=Problem with balance transfer; submitted_via=Web; received_month=2026-03; narrative_available=present; narrative_length_bucket=1000-2999; consumer_tag_presence=present; state_presence=present.",original_sanitized_packet_text
P05_CFPB_ES_040_02_compressed,P05_CFPB_PKT_016823,40,compressed,2,"Evidence packet compressed: product_family=Credit card; issue_category=Other features, terms, or problems; received_month=2026-03; narrative_available=present.",category_compression_and_detail_reduction
P05_CFPB_ES_040_03_partial_dropout,P05_CFPB_PKT_016823,40,partial_dropout,3,"Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Other features, terms, or problems; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=present; narrative_length_bucket=__DROPPED__.",structured_field_dropout_without_target
P05_CFPB_ES_040_04_noisy_conflicting,P05_CFPB_PKT_016823,40,noisy_conflicting,4,"Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Other features, terms, or problems; sub_issue_category=Problem with balance transfer; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=present; narrative_length_bucket=1000-2999; evidence_quality_warning=simulated_non_outcome_conflict.",simulated_non_outcome_conflicting_signals
P05_CFPB_ES_041_01_clean,P05_CFPB_PKT_024097,41,clean,1,"Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Other features, terms, or problems; sub_issue_category=Other problem; submitted_via=Web; received_month=2026-03; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.",original_sanitized_packet_text
P05_CFPB_ES_041_02_compressed,P05_CFPB_PKT_024097,41,compressed,2,"Evidence packet compressed: product_family=Credit card; issue_category=Other features, terms, or problems; received_month=2026-03; narrative_available=absent.",category_compression_and_detail_reduction
P05_CFPB_ES_041_03_partial_dropout,P05_CFPB_PKT_024097,41,partial_dropout,3,"Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Other features, terms, or problems; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.",structured_field_dropout_without_target
P05_CFPB_ES_041_04_noisy_conflicting,P05_CFPB_PKT_024097,41,noisy_conflicting,4,"Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Other features, terms, or problems; sub_issue_category=Other problem; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.",simulated_non_outcome_conflicting_signals
P05_CFPB_ES_042_01_clean,P05_CFPB_PKT_018178,42,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a company's investigation into an existing problem; sub_issue_category=Their investigation did not fix an error on your report; submitted_via=Web; received_month=2026-03; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_042_02_compressed,P05_CFPB_PKT_018178,42,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem with a company's investigation into an existing problem; received_month=2026-03; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_042_03_partial_dropout,P05_CFPB_PKT_018178,42,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem with a company's investigation into an existing problem; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_042_04_noisy_conflicting,P05_CFPB_PKT_018178,42,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a company's investigation into an existing problem; sub_issue_category=Their investigation did not fix an error on your report; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_043_01_clean,P05_CFPB_PKT_024618,43,clean,1,"Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Other features, terms, or problems; sub_issue_category=Other problem; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.",original_sanitized_packet_text
P05_CFPB_ES_043_02_compressed,P05_CFPB_PKT_024618,43,compressed,2,"Evidence packet compressed: product_family=Credit card; issue_category=Other features, terms, or problems; received_month=2026-02; narrative_available=absent.",category_compression_and_detail_reduction
P05_CFPB_ES_043_03_partial_dropout,P05_CFPB_PKT_024618,43,partial_dropout,3,"Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Other features, terms, or problems; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.",structured_field_dropout_without_target
P05_CFPB_ES_043_04_noisy_conflicting,P05_CFPB_PKT_024618,43,noisy_conflicting,4,"Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Other features, terms, or problems; sub_issue_category=Other problem; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.",simulated_non_outcome_conflicting_signals
P05_CFPB_ES_044_01_clean,P05_CFPB_PKT_020527,44,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Fees or interest; sub_issue_category=Unexpected increase in interest rate; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_044_02_compressed,P05_CFPB_PKT_020527,44,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Fees or interest; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_044_03_partial_dropout,P05_CFPB_PKT_020527,44,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Fees or interest; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_044_04_noisy_conflicting,P05_CFPB_PKT_020527,44,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Fees or interest; sub_issue_category=Unexpected increase in interest rate; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_045_01_clean,P05_CFPB_PKT_025299,45,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_045_02_compressed,P05_CFPB_PKT_025299,45,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem with a purchase shown on your statement; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_045_03_partial_dropout,P05_CFPB_PKT_025299,45,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase shown on your statement; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_045_04_noisy_conflicting,P05_CFPB_PKT_025299,45,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_046_01_clean,P05_CFPB_PKT_022235,46,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_046_02_compressed,P05_CFPB_PKT_022235,46,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem with a purchase shown on your statement; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_046_03_partial_dropout,P05_CFPB_PKT_022235,46,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase shown on your statement; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_046_04_noisy_conflicting,P05_CFPB_PKT_022235,46,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_047_01_clean,P05_CFPB_PKT_025316,47,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; received_month=2026-02; narrative_available=present; narrative_length_bucket=250-999; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_047_02_compressed,P05_CFPB_PKT_025316,47,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem with a purchase shown on your statement; received_month=2026-02; narrative_available=present.,category_compression_and_detail_reduction
P05_CFPB_ES_047_03_partial_dropout,P05_CFPB_PKT_025316,47,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase shown on your statement; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=present; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_047_04_noisy_conflicting,P05_CFPB_PKT_025316,47,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=present; narrative_length_bucket=250-999; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_048_01_clean,P05_CFPB_PKT_022610,48,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Getting a credit card; sub_issue_category=Card opened without my consent or knowledge; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_048_02_compressed,P05_CFPB_PKT_022610,48,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Getting a credit card; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_048_03_partial_dropout,P05_CFPB_PKT_022610,48,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Getting a credit card; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_048_04_noisy_conflicting,P05_CFPB_PKT_022610,48,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Getting a credit card; sub_issue_category=Card opened without my consent or knowledge; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_049_01_clean,P05_CFPB_PKT_025875,49,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=Store credit card; issue_category=Fees or interest; sub_issue_category=Problem with fees; submitted_via=Web; received_month=2026-03; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_049_02_compressed,P05_CFPB_PKT_025875,49,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Fees or interest; received_month=2026-03; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_049_03_partial_dropout,P05_CFPB_PKT_025875,49,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Fees or interest; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_049_04_noisy_conflicting,P05_CFPB_PKT_025875,49,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=Store credit card; issue_category=Fees or interest; sub_issue_category=Problem with fees; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_050_01_clean,P05_CFPB_PKT_022895,50,clean,1,"Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Other features, terms, or problems; sub_issue_category=Other problem; submitted_via=Referral; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.",original_sanitized_packet_text
P05_CFPB_ES_050_02_compressed,P05_CFPB_PKT_022895,50,compressed,2,"Evidence packet compressed: product_family=Credit card; issue_category=Other features, terms, or problems; received_month=2026-02; narrative_available=absent.",category_compression_and_detail_reduction
P05_CFPB_ES_050_03_partial_dropout,P05_CFPB_PKT_022895,50,partial_dropout,3,"Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Other features, terms, or problems; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.",structured_field_dropout_without_target
P05_CFPB_ES_050_04_noisy_conflicting,P05_CFPB_PKT_022895,50,noisy_conflicting,4,"Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Other features, terms, or problems; sub_issue_category=Other problem; submitted_via=Referral; alternative_submission_signal=Web; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.",simulated_non_outcome_conflicting_signals
P05_CFPB_ES_051_01_clean,P05_CFPB_PKT_025988,51,clean,1,"Evidence packet: product_family=Credit card; sub_product_bucket=Store credit card; issue_category=Other features, terms, or problems; sub_issue_category=Other problem; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.",original_sanitized_packet_text
P05_CFPB_ES_051_02_compressed,P05_CFPB_PKT_025988,51,compressed,2,"Evidence packet compressed: product_family=Credit card; issue_category=Other features, terms, or problems; received_month=2026-02; narrative_available=absent.",category_compression_and_detail_reduction
P05_CFPB_ES_051_03_partial_dropout,P05_CFPB_PKT_025988,51,partial_dropout,3,"Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Other features, terms, or problems; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.",structured_field_dropout_without_target
P05_CFPB_ES_051_04_noisy_conflicting,P05_CFPB_PKT_025988,51,noisy_conflicting,4,"Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=Store credit card; issue_category=Other features, terms, or problems; sub_issue_category=Other problem; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.",simulated_non_outcome_conflicting_signals
P05_CFPB_ES_052_01_clean,P05_CFPB_PKT_024360,52,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=Store credit card; issue_category=Getting a credit card; sub_issue_category=Card opened without my consent or knowledge; submitted_via=Web; received_month=2026-03; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_052_02_compressed,P05_CFPB_PKT_024360,52,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Getting a credit card; received_month=2026-03; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_052_03_partial_dropout,P05_CFPB_PKT_024360,52,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Getting a credit card; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_052_04_noisy_conflicting,P05_CFPB_PKT_024360,52,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=Store credit card; issue_category=Getting a credit card; sub_issue_category=Card opened without my consent or knowledge; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_053_01_clean,P05_CFPB_PKT_026098,53,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; received_month=2026-03; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_053_02_compressed,P05_CFPB_PKT_026098,53,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem with a purchase shown on your statement; received_month=2026-03; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_053_03_partial_dropout,P05_CFPB_PKT_026098,53,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase shown on your statement; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_053_04_noisy_conflicting,P05_CFPB_PKT_026098,53,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_054_01_clean,P05_CFPB_PKT_024533,54,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; received_month=2026-01; narrative_available=present; narrative_length_bucket=250-999; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_054_02_compressed,P05_CFPB_PKT_024533,54,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem with a purchase shown on your statement; received_month=2026-01; narrative_available=present.,category_compression_and_detail_reduction
